x,y,yerrl,yerru,xerrl,xerru,y_upper_limit,y_lower_limit,x_upper_limit,x_lower_limit
-1.95163245330925,1.62475727208962,0.1749080237694725,0.39391692555291175,0.06354346550816126,0.20682688320213038,False,True,False,True
-1.8311982325966776,1.519871330284169,0.2901428612819832,0.35502656467222293,0.1752953743383857,0.13558736312452002,False,False,False,False
-1.703017415956375,1.6617549262000262,0.24639878836228102,0.38789978831283783,0.09811700974576038,0.14880995472389016,True,False,False,True
-1.602326304648085,1.0540036527169214,0.2197316968394073,0.3789654700855298,0.07797777655997815,0.2119737107677036,False,False,False,False
-1.8481311410215306,1.6157938666366256,0.1312037280884873,0.3195799957622171,0.05611627123321459,0.1974449348570822,False,True,False,False
-1.7634669009531094,1.7736915870858396,0.13119890406724052,0.3843748470046234,0.1386339414782363,0.2273835115741267,False,False,False,True
-1.420001683552633,1.9413056870154233,0.1116167224336399,0.2176985004103839,0.15163465427634237,0.19864193384505152,False,False,False,False
-1.367499114530345,1.5814966434428603,0.273235229154987,0.23919657248382906,0.05248817433917843,0.18524629050032076,True,False,False,False
-1.2849102502408345,1.557081842928199,0.22022300234864176,0.20904545778210762,0.12681395874489215,0.11405121517421388,True,False,False,True
-0.8046509361750892,1.6198235001494856,0.2416145155592091,0.2650660661526529,0.08397436627969071,0.15515737045891503,False,False,False,False
-1.1018773406663893,1.938039534153226,0.10411689885916049,0.27773545793789645,0.1467759185614175,0.1397803551522588,False,False,True,False
-0.9812430847259661,1.869711026730533,0.2939819704323988,0.2542698063547792,0.07615496435074873,0.13659844650686254,True,False,True,False
-0.8298023105724343,1.6284516233086312,0.26648852816008434,0.3657475018303859,0.15364066071536991,0.24595158321286684,True,False,True,False
-0.8518229333631195,1.918444674379595,0.14246782213565523,0.2713506653387179,0.10801030194508063,0.15896465870001406,False,False,True,False
-0.9240298254620607,1.8476254165690844,0.1363649934414201,0.2561869019374762,0.19050949831051023,0.233806983276567,False,True,False,False
-0.674833340936414,2.0605280779679793,0.13668090197068677,0.30853921663164974,0.070628141621899,0.19467079389958944,False,False,False,True
-0.8176770590181079,1.7246634761039425,0.16084844859190756,0.22818484499495253,0.10115995265753878,0.21922169553124726,False,False,False,False
-0.6409492777612168,1.784922458064726,0.20495128632644755,0.36043939615080794,0.06702102818608836,0.17539556396577882,True,False,True,False
-0.6216760628417363,1.815201220178336,0.18638900372842315,0.21491012873595416,0.18870404274178443,0.18653558269395387,True,False,False,False
-0.4344273413711273,1.5036226410285682,0.15824582803960838,0.39737738732010347,0.18160090300714715,0.17387765407282957,False,False,False,False
-0.11507497233132702,2.0119345921799594,0.22237057894447587,0.3544489538593315,0.08869124415727335,0.1292864481697067,False,False,True,False
-0.6193622945312356,1.990844572093052,0.12789877213040837,0.2397431363068345,0.14899760690512687,0.20836781728922582,False,True,False,False
-0.0960988715558033,1.9601029025757666,0.15842892970704364,0.20110442342472049,0.1725833300301824,0.14211585436612836,False,False,False,False
-0.31349736284739693,1.9125980807278082,0.17327236865873835,0.36309228569096685,0.13328012173991938,0.10364739496471809,False,False,False,False
-0.11780456125853442,1.6149337918589581,0.19121399684340717,0.3413714687695234,0.12944758675340098,0.19682084438607517,False,False,False,False
0.1567048695499328,1.881373061770656,0.2570351922786027,0.3458014336081975,0.08627784363506777,0.12656660191105734,False,True,True,False
0.1322527817829787,1.9398069536702136,0.13993475643167194,0.35425406933718917,0.06396541517088489,0.24106878765293716,False,False,False,False
-0.02637881120604857,1.8732784419489819,0.2028468876827223,0.21480893034681808,0.18458236369299902,0.2430892865503881,True,False,False,False
0.1346806374221782,2.017613659845319,0.21848291377240847,0.27169314570885456,0.18506270857449958,0.23722965853306727,False,False,False,True
